time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class,label
60083,-4e-05,-8e-05,1e-05,-3e-05,-1e-05,-1e-05,-2e-05,0.0,0,1
41897,-1e-05,-0.00011,-7e-05,-6e-05,5e-05,-7e-05,1e-05,0.0,0,10
31124,0.0,0.0,-0.00015,-0.00012,-0.00023,-1e-05,-1e-05,-2e-05,0,19
22122,5e-05,0.00022,0.00028,-0.00015,-0.00035,-8e-05,-9e-05,-2e-05,5,1
2021,0.0,1e-05,2e-05,0.00013,-0.00011,-4e-05,-2e-05,0.0,1,33
41893,6e-05,0.00015,0.00017,-9e-05,-1e-05,-1e-05,-2e-05,4e-05,0,17
3146,0.0,2e-05,1e-05,2e-05,-1e-05,-1e-05,0.0,-1e-05,1,34
14604,-1e-05,-5e-05,-2e-05,0.00011,-0.00012,0.00042,-3e-05,1e-05,4,28
66103,-2e-05,-1e-05,0.0,-3e-05,2e-05,5e-05,0.0,0.0,0,34
46175,6e-05,2e-05,7e-05,-0.00058,-0.00043,-4e-05,7e-05,7e-05,0,19
20501,-4e-05,2e-05,-0.00013,4e-05,0.0002,4e-05,-2e-05,-1e-05,5,24
5766,-1e-05,-2e-05,-7e-05,5e-05,-2e-05,-2e-05,-4e-05,-3e-05,0,28
16449,0.0,-2e-05,1e-05,5e-05,-5e-05,-9e-05,1e-05,-1e-05,0,12
63602,-3e-05,2e-05,0.0,0.0,-0.00012,0.00013,0.0,-0.00017,6,32
49463,-1e-05,-8e-05,-0.00023,-0.00048,-0.00089,-0.00082,-0.00022,-5e-05,5,16
4632,6e-05,0.0,-4e-05,1e-05,-0.00019,-0.00028,-0.00052,0.0,0,34
19465,1e-05,2e-05,9e-05,0.00014,0.00016,-0.0001,-2e-05,-1e-05,0,32
9213,-0.00037,-1e-05,-0.00011,3e-05,-2e-05,0.0,7e-05,0.00023,0,32
29779,0.0,-3e-05,-2e-05,1e-05,-1e-05,-2e-05,0.0,-3e-05,0,23
32896,1e-05,-1e-05,-0.00023,-9e-05,-1e-05,-1e-05,-1e-05,1e-05,1,22
47719,-3e-05,-3e-05,-5e-05,-0.00013,-0.00034,-0.00019,-0.0001,-6e-05,0,15
42975,-0.0002,-7e-05,0.0,-7e-05,-2e-05,0.00015,0.00024,-0.00035,3,19
34770,0.00011,0.0,1e-05,3e-05,-4e-05,5e-05,-0.00012,-5e-05,0,5
10650,-1e-05,-1e-05,-3e-05,-1e-05,1e-05,1e-05,-2e-05,-1e-05,0,12
39953,-8e-05,-3e-05,-0.00017,-7e-05,7e-05,0.00022,-6e-05,-0.00013,4,28
45956,0.0001,-9e-05,-0.00015,0.0,-0.00022,0.00023,7e-05,0.00017,0,28
2984,-3e-05,-2e-05,-3e-05,1e-05,0.0,1e-05,-1e-05,-3e-05,1,36
15633,1e-05,-8e-05,0.0,-2e-05,-0.0001,-0.00015,-0.0001,-3e-05,0,34
4300,1e-05,1e-05,-4e-05,-4e-05,-1e-05,0.0,2e-05,-1e-05,1,2
23389,0.00029,-3e-05,-8e-05,-6e-05,-0.00021,-0.00036,-9e-05,-0.00037,6,36
38335,-0.0001,-0.0004,9e-05,-1e-05,-0.00022,0.00014,3e-05,3e-05,0,15
11905,0.00011,-9e-05,-9e-05,-0.0001,-0.00014,-0.00032,-0.00015,-1e-05,0,12
24730,-1e-05,-4e-05,-5e-05,-9e-05,-9e-05,-2e-05,-1e-05,-3e-05,0,2
11481,-0.00014,2e-05,6e-05,0.00013,0.00041,0.00026,7e-05,1e-05,0,21
20655,-2e-05,-4e-05,-7e-05,-6e-05,0.0,-1e-05,0.0,-2e-05,0,11
25726,6e-05,-6e-05,7e-05,0.00013,-0.00029,0.0,8e-05,4e-05,5,12
34470,-1e-05,2e-05,2e-05,0.0,0.0,-2e-05,-2e-05,0.0,0,20
60817,3e-05,0.0,2e-05,-3e-05,-0.00017,-5e-05,-2e-05,0.0,6,10
74853,1e-05,-5e-05,-0.00017,-0.00025,-4e-05,9e-05,-2e-05,1e-05,0,11
28951,-2e-05,1e-05,-2e-05,7e-05,-4e-05,-5e-05,-3e-05,-1e-05,0,22
27846,-1e-05,-1e-05,-4e-05,3e-05,-3e-05,-1e-05,-2e-05,-2e-05,0,18
33926,0.00014,5e-05,-2e-05,-4e-05,-2e-05,-1e-05,-0.00018,-0.00015,6,30
